date,value
2003-06-01,0.016936024765823454
2003-07-01,-0.07146955366843777
2003-08-01,-0.05416373282025022
2003-09-01,-0.04571197317182385
2003-10-01,0.006545668805276961
2003-11-01,-0.04668714309172595
2003-12-01,0.01093762196395609
2004-01-01,-0.0076816714163121524
2004-02-01,0.11527011487175454
2004-03-01,0.09591028003266411
2004-04-01,0.09643022099142806
2004-05-01,0.013971012164859076
2004-06-01,0.04316262127677728
2004-07-01,0.06485853593089264
2004-08-01,0.09873870462668988
2004-09-01,0.08438394828657092
2004-10-01,0.012070507307955225
2004-11-01,0.13447605894884163
2004-12-01,0.012826720371080569
2005-01-01,0.020991854550622246
2005-02-01,-0.09852315604726769
2005-03-01,-0.08103335233244557
2005-04-01,0.003562111461397066
2005-05-01,-0.04965083381985247
2005-06-01,0.006373855106759141
2005-07-01,-0.0734726628688036
2005-08-01,0.026342477548180643
2005-09-01,0.007573098625219377
2005-10-01,-0.05616585273328267
2005-11-01,-0.0104323399812567
2005-12-01,-0.040813939975943736
2006-01-01,0.02070248810621189
2006-02-01,-0.0668477345443188
2006-03-01,0.04289841758426105
2006-04-01,-0.10959367626628147
2006-05-01,0.08503250624965952
2006-06-01,-0.05876783869831348
2006-07-01,-0.02383101898567519
2006-08-01,-0.03351701720597511
2006-09-01,-0.1672196611596073
2006-10-01,0.1139490255226785
2006-11-01,0.10270707443069593
2006-12-01,0.05443742287519848
2007-01-01,0.0745221355538237
2007-02-01,0.1773766482269945
2007-03-01,0.12595045479726297
2007-04-01,0.021414751107168506
2007-05-01,0.04189160595342356
2007-06-01,0.10773922220406051
2007-07-01,0.11385938789068772
2007-08-01,0.10734474887981493
2007-09-01,0.16770163166336127
2007-10-01,-0.06784207363257755
2007-11-01,-0.07673588070667181
2007-12-01,-0.042157259901004274
2008-01-01,-0.0815899531497366
2008-02-01,0.11136008308966305
2008-03-01,-0.2123239806876791
2008-04-01,0.19748508470706128
2008-05-01,-0.05343227658813099
2008-06-01,-0.19147913421218155
